"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"FLVCR1",0.109522539286157,1.84760614962927,0.649370977822267,0.517425524185022,0.999798845119145,-5.200934914759
"HEATR6",0.124212202741751,2.03607171692605,0.649290237773528,0.517477507379154,0.999798845119145,-5.20097634392848
"LINC00930",0.114435038706561,0.500240833202309,0.649283545196812,0.517481816410995,0.999798845119145,-5.20097977778073
"DNAJA2",-0.0815570745604015,5.37475677831958,-0.649156549649368,0.517563586370779,0.999798845119145,-5.20104493048304
"EAF1-AS1",0.082296667392921,0.286781285284489,0.64908127122026,0.517612059884033,0.999798845119145,-5.2010835447185
"LRRN2",0.105866411593685,0.582494401099341,0.649028587750296,0.517645985399115,0.999798845119145,-5.20111056618061
"PCDHB12",0.105048954850958,0.359148467483213,0.648986036833159,0.517673386909027,0.999798845119145,-5.20113238904855
"RAB9A",0.140391762059169,4.21662414033252,0.648978394547758,0.517678308391373,0.999798845119145,-5.20113630835759
"IL15",0.120675322498446,1.32016545852464,0.648794656721253,0.517796639343862,0.999798845119145,-5.20123052364421
"MED19",0.177101586518781,2.6479541025685,0.648739181352675,0.517832369413165,0.999798845119145,-5.20125896456565
"CFAP20",0.16364700266015,2.74515542106338,0.648720290490726,0.517844536762204,0.999798845119145,-5.20126864891783
"ING2-DT",-0.131213750573116,0.769426419546764,-0.648696537906275,0.517859835693742,0.999798845119145,-5.20128082522307
"SERPINH1",0.124304815613976,1.30150148451712,0.648654047144891,0.517887204390812,0.999798845119145,-5.20130260619198
"DEF8",-0.131354364217033,3.48765603208585,-0.648602992197086,0.517920090363359,0.999798845119145,-5.20132877533416
"UVRAG-DT",-0.121841010095124,0.495270158430196,-0.648559765405842,0.517947934848971,0.999798845119145,-5.20135093041659
"TMPRSS12",0.0996649757188414,0.302033756896394,0.648521932085479,0.517972305780705,0.999798845119145,-5.20137031997577
"SRSF10",-0.102752665813102,3.61158274498566,-0.648305587813747,0.51811167891012,0.999798845119145,-5.20148117478434
"ZNF875",-0.121077060596399,2.03737890876057,-0.648141937179322,0.518217118841756,0.999798845119145,-5.20156500502381
"MYO3A",0.104816035999085,0.504997843285882,0.648085263478382,0.518253636268492,0.999798845119145,-5.20159403130805
"SHQ1",-0.106502813600462,2.34345730200739,-0.648017683026804,0.518297183169906,0.999798845119145,-5.20162864036003
"RBMX",0.123824824717409,5.23294860615543,0.647867427158821,0.518394010603251,0.999798845119145,-5.20170557602607
"PRRG1",0.0906116871052399,0.887316539830987,0.647738756015782,0.518476936004198,0.999798845119145,-5.20177144559073
"ERC2-IT1",0.115095065952062,0.369789012900164,0.647626450464245,0.518549319860289,0.999798845119145,-5.20182892665563
"GBA3",-0.129282933660453,0.747752079816813,-0.647618356401256,0.518554536899371,0.999798845119145,-5.20183306903774
"HNRNPA1P30",0.115620882693325,0.408908712882861,0.647603132656841,0.518564349458586,0.999798845119145,-5.20184086011145
"WDR64",0.127055087933593,0.516522144050065,0.647525957515905,0.518614094671941,0.999798845119145,-5.20188035333267
"PALD1",0.0992282109597629,1.064402929567,0.647460283212812,0.518656428693737,0.999798845119145,-5.20191395749919
"ATP10B",-0.10890779660389,0.528100166170342,-0.647339907228903,0.518734028421534,0.999798845119145,-5.20197554260182
"SPRING1",0.113656362594161,2.80600918711632,0.647298623941437,0.518760642869577,0.999798845119145,-5.20199666077547
"LINC01347",-0.0753744445996963,0.352505964680396,-0.647209750944373,0.518817939806436,0.999798845119145,-5.20204211859912
"ATP6AP1L",0.104872770483764,0.808175804666496,0.647048210976498,0.518922094044038,0.999798845119145,-5.20212472915508
"ZNF703",0.16356062615153,3.12910134045744,0.647039026395036,0.518928016208115,0.999798845119145,-5.20212942548013
"PRF1",0.156674623182577,3.87612515132297,0.646873033399663,0.519035053611568,0.999798845119145,-5.2022142908049
"ANKRD54",-0.121660013213165,1.94739911626139,-0.646594097886883,0.519214945851973,0.999798845119145,-5.20235685035269
"LINC01340",0.134141949346601,0.659076184198108,0.646576914365967,0.519226028985691,0.999798845119145,-5.20236563058717
"FLT4",-0.116902250169475,1.11066526477144,-0.646550571573647,0.519243019963314,0.999798845119145,-5.20237909047004
"MYOSLID",0.142119661185926,1.14311314453162,0.646301030603769,0.519403987147857,0.999798845119145,-5.20250656678513
"TST",-0.147416551261674,3.61929249809789,-0.646268179568776,0.519425179754952,0.999798845119145,-5.2025233448814
"FAM163A",0.110241521657287,0.38481116314797,0.646265189890968,0.519427108455363,0.999798845119145,-5.20252487176553
"AGTPBP1",0.0794909965950659,6.05516601105716,0.64603654219527,0.519574624712887,0.999798845119145,-5.20264162566187
"LRRC17",0.0931971948769739,0.380640160450664,0.64601938416859,0.51958569541233,0.999798845119145,-5.20265038537779
"MMP20",0.11966021527313,0.4817175352325,0.64601657958111,0.519587504999578,0.999798845119145,-5.20265181718658
"LINC02668",-0.100669341463894,0.557911426025739,-0.645873041852951,0.519680123391944,0.999798845119145,-5.20272508839448
"VAT1",0.153399333097548,4.60682723299488,0.645763453167883,0.519750841815571,0.999798845119145,-5.20278101888938
"IER3",0.180521709885619,3.74390837290581,0.645477338016723,0.519935497840493,0.999798845119145,-5.20292699840831
"NBPF17P",0.149617025905017,0.975478732742828,0.645458952588635,0.519947364795032,0.999798845119145,-5.2029363766908
"CARD11",-0.118324115514904,4.51847490677931,-0.645455314306804,0.519949713156644,0.999798845119145,-5.20293823252237
"NOB1",-0.139872506485045,4.17897187998389,-0.645449894883728,0.519953211182114,0.999798845119145,-5.20294099686746
"PIF1",-0.115747750556927,0.899061549859489,-0.645434604956877,0.519963080297722,0.999798845119145,-5.20294879584563
"FAM104B",-0.129921068440886,2.93360002632688,-0.645361604009183,0.520010201218133,0.999798845119145,-5.20298602913085
"EGFL6",-0.0947700747732137,0.332083957554438,-0.645358076890941,0.520012477971913,0.999798845119145,-5.20298782799082
"FKBP15",0.100971616761422,3.51655966454343,0.64531701271677,0.520038985267542,0.999798845119145,-5.20300877034813
"USP34-DT",0.136811118239597,1.53061837767318,0.645290239643988,0.520056267908285,0.999798845119145,-5.20302242366181
"CDC42SE2",-0.078124214828617,6.18455737997028,-0.645258433724347,0.520076799758712,0.999798845119145,-5.20303864281858
"LINC01449",0.101584662574736,0.373993234985916,0.645252465777288,0.52008065232763,0.999798845119145,-5.20304168603388
"ATCAY",0.11089571222345,0.506359897466954,0.645247065216357,0.520084138637024,0.999798845119145,-5.20304443989981
"ZNF221",0.14137377814077,1.1619620273217,0.645185155873352,0.520124104825366,0.999798845119145,-5.20307600721675
"TOX4P1",0.123560632067717,0.513923264728648,0.645110227190881,0.520172477923331,0.999798845119145,-5.20311420902581
"SELP",-0.198146590128037,5.17818183913464,-0.645084729462094,0.520188939500583,0.999798845119145,-5.20312720784284
"C4orf3",0.0657533240513724,5.85343871907185,0.645017289652474,0.520232480597761,0.999798845119145,-5.20316158640149
"TINAGL1",-0.123733158650049,1.46901284344936,-0.645013295214341,0.520235059582602,0.999798845119145,-5.20316362252067
"ITGB2",0.121323057271734,5.08563270041559,0.644982086424845,0.520255209578889,0.999798845119145,-5.20317953041419
"XPO5",0.0872406624968747,2.78856112016384,0.644950890953706,0.520275351383608,0.999798845119145,-5.20319543075667
"NAT1",0.14479966278559,1.7549416752976,0.644907656581561,0.520303266951439,0.999798845119145,-5.20321746607107
"LINC01518",0.108260152258724,0.40731766324897,0.644883766780838,0.520318692452707,0.999798845119145,-5.20322964138656
"RN7SL267P",0.169638675083269,0.934282785396154,0.644828709997591,0.520354243197591,0.999798845119145,-5.20325769909414
"LINC02978",-0.184261693471703,0.909435199772963,-0.64478619317949,0.520381697623052,0.999798845119145,-5.20327936463536
"CLDN1",0.109969549230796,0.497312213124136,0.644641851126907,0.520474909398152,0.999798845119145,-5.20335290728901
"TCEAL3",0.112015121998911,4.88409685337048,0.644575554640794,0.520517724605523,0.999798845119145,-5.2033866800537
"PPWD1",0.118130432220631,3.90895219238296,0.644561534527424,0.520526779228412,0.999798845119145,-5.20339382174074
"ADGRG6",0.112157422321538,0.775426125838624,0.644430914169367,0.520611141848694,0.999798845119145,-5.20346035087396
"RPAP2",0.0789002812606396,2.14742682862731,0.644310342660017,0.520689020643401,0.999798845119145,-5.20352174994627
"SMAP2",0.111830987129489,6.89602335214951,0.644285381043931,0.520705144454132,0.999798845119145,-5.20353445981905
"PPP1R8",0.121378509808636,3.9688052589101,0.644283366779674,0.520706445567779,0.999798845119145,-5.20353548541416
"ZNF599",0.0971714111647791,0.638843774177023,0.644258179664072,0.520722715324035,0.999798845119145,-5.20354830957167
"ITM2B",-0.195446681270343,6.78185056964728,-0.644232657998695,0.520739201455257,0.999798845119145,-5.20356130356023
"DLST",0.0684540451729383,4.80862538460101,0.644046012079751,0.520859776678114,0.999798845119145,-5.20365631613541
"MAGED1",0.113167529818371,2.51806081431734,0.64399992092929,0.520889554288519,0.999798845119145,-5.20367977475083
"PRR12",-0.107669646004088,3.5026349220618,-0.643992779963992,0.520894167854123,0.999798845119145,-5.2036834090775
"FNDC10",0.164014268727737,1.71627797116634,0.643575153453935,0.521164021030468,0.999798845119145,-5.20389588666543
"MAML1",-0.113612830620813,3.84792629869102,-0.643517387336728,0.521201352874735,0.999798845119145,-5.20392526582035
"MTND1P23",0.463379413906169,5.26248066265938,0.643401278587903,0.521276393360409,0.999798845119145,-5.20398430943235
"ANXA6",-0.122523420315543,5.85661799702361,-0.643343744142202,0.521313579664075,0.999798845119145,-5.20401356293178
"TRGV4",0.191050585410867,1.07589252467351,0.643323566239977,0.521326621598267,0.999798845119145,-5.20402382181084
"SETBP1",-0.111134364887784,2.7843235859343,-0.643290200481618,0.521348187842051,0.999798845119145,-5.20404078497968
"TRPC5",0.0654103134441491,0.259909723743914,0.643225115006262,0.521390257735775,0.999798845119145,-5.20407387195967
"PANK4",0.133871966317166,2.19906809360438,0.643209755883389,0.52140018581064,0.999798845119145,-5.20408167946963
"CCDC169",0.0866705869438211,0.353450223007288,0.643121263819592,0.521457388642907,0.999798845119145,-5.20412665908198
"C17orf113",0.0897930684013737,0.335933550785058,0.643108181163197,0.521465845780634,0.999798845119145,-5.20413330834221
"RNA5SP191",-0.238927996702897,4.35152284782214,-0.643051446447009,0.521502522134584,0.999798845119145,-5.20416214221097
"HCK",0.127450156608493,6.81441150094084,0.643047579506286,0.521505021980782,0.999798845119145,-5.20416410738612
"NAV2-AS5",-0.130532146933867,0.549510435561441,-0.642994479884553,0.521539349719681,0.999798845119145,-5.20419109137262
"ZNF749",0.123120146779901,1.0931290444648,0.642845049144065,0.52163595973338,0.999798845119145,-5.20426701672952
"SEC11B",-0.132827702525886,0.596044829327286,-0.642801572780503,0.521664069838962,0.999798845119145,-5.20428910366822
"NMNAT1",0.110541875314451,2.76702271010223,0.642792015115299,0.521670249555006,0.999798845119145,-5.20429395897162
"THAP8",0.178962377361591,2.08369969721467,0.642744335470669,0.521701078434977,0.999798845119145,-5.2043181792095
"VENTX",0.118966183830597,0.713453298450714,0.642686522557064,0.521738460595186,0.999798845119145,-5.20434754454242
"LMX1B",0.106940396690786,0.510022267128185,0.642675584982603,0.521745533050381,0.999798845119145,-5.20435309984953
"ABRAXAS1P2",0.136465140290588,0.61151691862766,0.642644246037578,0.521765797718022,0.999798845119145,-5.20436901670472
"CA14",-0.124300156036518,0.640592437414765,-0.642596947091539,0.521796383360463,0.999798845119145,-5.20439303808846
"GUCY1B1",-0.167469069034361,5.63782532905547,-0.642517295061381,0.521847892085446,0.999798845119145,-5.20443348644577
"LRRC8A",-0.125345877595271,3.29101364756508,-0.642450021522367,0.52189139805297,0.999798845119145,-5.20446764497012
"GIPC3",-0.143143780477552,3.88968977167695,-0.642315480258555,0.521978411897932,0.999798845119145,-5.20453594843274
"KRT18P66",0.133692901553497,0.580768417317845,0.642197410328758,0.522054779223085,0.999798845119145,-5.20459587810225
"MLIP",0.0948720297904168,0.46156170567457,0.642179207066214,0.52206655356412,0.999798845119145,-5.20460511670181
"PKN1",0.112121877847195,6.04806152262247,0.642025145510182,0.522166210103814,0.999798845119145,-5.20468329630386
"OR56A4",0.11978688940243,0.414725673112818,0.642008706572207,0.52217684441038,0.999798845119145,-5.20469163725892
"TESC",0.147410699231484,5.14890316092628,0.641974698781043,0.522198844320861,0.999798845119145,-5.20470889180497
"FDX1",0.14486184724799,3.01335137171545,0.641911802482414,0.522239533708709,0.999798845119145,-5.20474080113708
"ABHD16A",0.0809192721415869,0.530420545439082,0.641872041528068,0.522265257042405,0.999798845119145,-5.20476097156015
"CARD16",0.105661060897825,7.10939741740936,0.641631626920047,0.522420807235938,0.999798845119145,-5.20488290564132
"LINC01005",0.0942875878118344,0.327763076665042,0.641569768578923,0.522460833984314,0.999798845119145,-5.20491427178615
"PUF60",0.115543332402282,3.95718696240048,0.641506581894926,0.522501721913703,0.999798845119145,-5.20494630839147
"UBE2SP1",-0.126447330298177,0.707910609059442,-0.641503338103481,0.522503821007184,0.999798845119145,-5.20494795295844
"MICOS10P3",-0.213905062163777,1.0021717150874,-0.641482241221392,0.522517473141109,0.999798845119145,-5.20495864864702
"ANGPTL6",-0.0957821481496895,0.371418810958166,-0.641443209271669,0.522542731837309,0.999798845119145,-5.20497843612963
"SH2D1B",0.164026958070348,2.97076690709373,0.641237064798639,0.522676144393377,0.999798845119145,-5.20508292252013
"ERMP1",-0.078024580194711,1.08636550610136,-0.64118583545938,0.522709301741689,0.999798845119145,-5.20510888345975
"ALKBH4",0.158132246974537,1.73851611542774,0.641184255061821,0.522710324645458,0.999798845119145,-5.20510968430809
"IGHG2",-0.161028330205772,3.82626839616703,-0.641060468418921,0.522790448117151,0.999798845119145,-5.20517240569142
"ANKRD28",-0.193899143076779,4.46051726627958,-0.641031890205474,0.522808946866633,0.999798845119145,-5.20518688426465
"RNU1-18P",-0.24939749076529,2.17931201404722,-0.641008554757287,0.522824052213622,0.999798845119145,-5.20519870622256
"KLLN",-0.0879443084459133,0.454176719188226,-0.641007061788293,0.522825018640104,0.999798845119145,-5.20519946256018
"RSRP1",-0.0983355885534234,3.73706454328194,-0.64093785621985,0.522869817706731,0.999798845119145,-5.20523452016389
"LINC01102",0.11556673685308,0.499351673451258,0.640807188819309,0.522954408508162,0.999798845119145,-5.20530070238227
"EIF2AK4",0.108983974834465,3.12929801034338,0.6407500738485,0.522991385545749,0.999798845119145,-5.20532962655593
"SNHG30",-0.157142375868468,1.73891824366411,-0.640543643906044,0.523125042544632,0.999798845119145,-5.20543414553608
"PLEKHA1",0.0927486062637051,1.7444860356391,0.640441937049964,0.523190901119633,0.999798845119145,-5.20548562916721
"PHF23",0.107301620499574,4.84971317577842,0.640420092245537,0.523205046920287,0.999798845119145,-5.20549668586863
"LINC02781",-0.157336225375171,0.619512676804794,-0.640417067127512,0.523207005878503,0.999798845119145,-5.20549821699624
"MT-CO3",-0.239352459132391,10.7341085776932,-0.640017251429679,0.523465945789931,0.999798845119145,-5.20570051588557
"PHLDB1",0.100567570267799,1.24358592106406,0.639996053683643,0.523479676331483,0.999798845119145,-5.20571123803316
"PLAC8",0.134190822259126,7.70634347926244,0.639921671528869,0.523527857806325,0.999798845119145,-5.20574885889216
"KY",0.106144910473236,0.584573913790503,0.639838468102562,0.523581756043065,0.999798845119145,-5.20579093622088
"SHROOM3-AS1",0.0880595189144365,0.299711937473574,0.639628530601064,0.523717763998171,0.999798845119145,-5.2058970809325
"LSM1",-0.112031047294037,5.2881911372097,-0.639608594842242,0.523730680328875,0.999798845119145,-5.20590715868672
"NES",0.144762719607851,5.1846516291067,0.639594139610888,0.52374004594242,0.999798845119145,-5.20591446577688
"DUOXA1",-0.111080422937375,0.681722723743105,-0.639556942935942,0.523764146246233,0.999798845119145,-5.20593326786815
"DR1",0.0784288565647362,4.10982553291892,0.639524188332472,0.523785368940112,0.999798845119145,-5.20594982369374
"MARVELD2",0.112248571368376,0.592784942411886,0.639473017647396,0.523818524862225,0.999798845119145,-5.20597568625199
"PTDSS2",-0.100118981095943,1.19925768825929,-0.639422511224391,0.523851251446833,0.999798845119145,-5.20600121106917
"OXTR",-0.146527501263184,2.08543691453164,-0.639416193199867,0.523855345404158,0.999798845119145,-5.20600440391692
"SLC39A10",-0.124532933714411,2.24386888573121,-0.63933914143501,0.523905274790755,0.999798845119145,-5.2060433399254
"LINC00921",-0.106053186963593,0.868468121962487,-0.639294215957353,0.52393438754985,0.999798845119145,-5.20606603964422
"GINS3",-0.107805070527009,0.906291606973507,-0.639288369237154,0.523938176422947,0.999798845119145,-5.20606899372925
"TIRAP-AS1",0.0879778180842667,0.28406507821223,0.639238765725052,0.523970321754809,0.999798845119145,-5.2060940550779
"ZNF785",0.0958326650146879,0.817241155939016,0.639176454103991,0.524010703971288,0.999798845119145,-5.20612553425557
"DPAGT1",0.0824026238936956,0.499485518525509,0.639168825248627,0.524015648105399,0.999798845119145,-5.20612938806432
"NALCN",0.1022221684364,0.514822144130314,0.639051395462469,0.524091755451673,0.999798845119145,-5.20618870339193
"H2AZ2P1",0.0843759065995878,0.451848790169169,0.639037446934164,0.524100796005263,0.999798845119145,-5.20619574825903
"SC5D",-0.103299231241375,1.68934300417983,-0.638998296747331,0.524126171112292,0.999798845119145,-5.20621552070379
"MARCKS",0.115567565753548,5.1958535189764,0.63892171063892,0.524175812074297,0.999798845119145,-5.2062541963474
"ESPN",0.157916518962541,1.87437329965828,0.638918689214354,0.524177770526813,0.999798845119145,-5.20625572205913
"RNA5SP150",-0.134798664363357,8.32063172560217,-0.638867438505984,0.524210991223173,0.999798845119145,-5.20628160075098
"SLC43A1",0.143316481134504,2.01098203257036,0.638813226997391,0.524246132299535,0.999798845119145,-5.20630897223909
"NAGLU",0.125520150170904,0.746146960583265,0.638758176743648,0.524281818320634,0.999798845119145,-5.20633676485514
"RNU6-1248P",0.296990770265281,1.47610583764732,0.63866013326745,0.524345377583215,0.999798845119145,-5.20638625710715
"KCTD18",0.0859124037003332,2.9137287922896,0.638582325850817,0.524395821135323,0.999798845119145,-5.20642552885647
"GCAWKR",0.0896774274892901,0.344227843374209,0.638522509791857,0.524434602371179,0.999798845119145,-5.20645571660058
"CSNK1G3",0.0766389944373094,4.91100593461016,0.638394691293344,0.524517477403886,0.999798845119145,-5.2065202141664
"ATP5F1A",0.117526738760067,4.83258109621182,0.638041779049006,0.524746334146871,0.999798845119145,-5.20669822820069
"MLKL",0.116205812232477,4.0471941593077,0.63799949706858,0.524773756666574,0.999798845119145,-5.20671954929721
"HSP90AB3P",0.128117660965391,1.35846619831437,0.637955030446429,0.524802596865912,0.999798845119145,-5.20674197050938
"FFAR2",-0.158559161042895,3.34681132306563,-0.637833213860672,0.524881608982608,0.999798845119145,-5.20680338562401
"GLI1",-0.103055993605631,0.532472962180565,-0.637787264530939,0.52491141402978,0.999798845119145,-5.20682654844292
"ACSBG1",0.118038632251358,1.42182188396594,0.637784512464124,0.524913199186656,0.999798845119145,-5.20682793569303
"TIGD3",0.141191205181879,1.13457455110591,0.637757715004587,0.524930581803249,0.999798845119145,-5.20684144333208
"SLC5A4",0.12682563733398,0.620282069634084,0.637671898566082,0.524986250068942,0.999798845119145,-5.20688469653788
"PBX3",-0.0943772100644624,4.03825307710377,-0.637616047294406,0.525022481875648,0.999798845119145,-5.20691284359936
"CCDC90B",0.0895238031921002,4.21076133978212,0.637550398132884,0.52506507142252,0.999798845119145,-5.20694592532562
"BIRC5",0.189215047625015,2.72108265334706,0.637503959190563,0.525095199523294,0.999798845119145,-5.20696932465753
"TRIT1",-0.106356295157658,1.6920028464246,-0.637425126462767,0.525146345729199,0.999798845119145,-5.2070090424768
"CCNB3",-0.108434918102202,0.624349703680523,-0.637402794486223,0.525160835052675,0.999798845119145,-5.20702029297732
"NET1",-0.156115959518622,6.54599716476383,-0.637284725527441,0.525237443421101,0.999798845119145,-5.20707976777862
"YKT6",0.104351937225788,3.19340281523554,0.637282342049694,0.525238989986676,0.999798845119145,-5.20708096829388
"CCL24",0.145245374137341,0.714999457575236,0.637145514618384,0.525327777067254,0.999798845119145,-5.20714987837115
"CLN5",0.0723410420506112,0.445181921318521,0.637135355651513,0.525334369513404,0.999798845119145,-5.20715499412279
"HAND2",-0.0892158308860834,0.285481790142559,-0.637133046209604,0.525335868182748,0.999798845119145,-5.20715615707734
"KRT17P3",-0.12399299153871,0.413316429609913,-0.637129458266829,0.52533819651583,0.999798845119145,-5.20715796383212
"POU3F2",0.0759219043480217,0.277971602989576,0.637071356648163,0.525375901295951,0.999798845119145,-5.20718722024622
"ARHGAP1",0.106020204056887,4.35113034658188,0.637041161261176,0.525395497008504,0.999798845119145,-5.20720242374803
"PLAUR",0.142384421981033,2.63662451535832,0.636924036049046,0.525471510614693,0.999798845119145,-5.20726139001592
"STK25",0.110056558666268,3.01344374925909,0.636915661109793,0.525476946121722,0.999798845119145,-5.20726560593732
"LINC01723",0.0917932913087434,0.34020612453373,0.63681964930805,0.525539261828978,0.999798845119145,-5.20731393408839
"LINC03042",-0.138393571562578,0.591887980828421,-0.636732711334795,0.525595691543456,0.999798845119145,-5.20735768863964
"TG",0.0998622755139347,0.688962300602036,0.636635180343897,0.525659000713193,0.999798845119145,-5.20740676744676
"SPEM3",-0.11344208461093,0.51581536327461,-0.636619419966652,0.525669231436407,0.999798845119145,-5.20741469756509
"ARHGAP18",-0.173835477858115,5.9498944636144,-0.63660769724545,0.52567684121432,0.999798845119145,-5.20742059593768
"TCERG1",-0.118070443982007,3.40598715810053,-0.636601240135871,0.525681032856759,0.999798845119145,-5.20742384483342
"FAM180B",0.128110269651799,0.525114630045236,0.6366012055119,0.525681055333009,0.999798845119145,-5.2074238622544
"CPLX2",0.106961703448533,0.472737603123357,0.636383557767929,0.525822351828924,0.999798845119145,-5.20753335263967
"KLC1",-0.0680307362002749,0.873709568111888,-0.636347186428401,0.525845965951269,0.999798845119145,-5.20755164607195
"LRRC37A16P",0.0783263642623513,0.297434491226402,0.636334423477229,0.525854252438129,0.999798845119145,-5.20755806511646
"FDFT1",0.107157144398509,4.73839457435029,0.636287466779726,0.525884740174387,0.999798845119145,-5.20758168058812
"CAPS2",0.0979332258410153,0.788714333780993,0.636225583726551,0.525924920595488,0.999798845119145,-5.20761280018707
"TMPRSS5",-0.123657593184779,0.530162054280968,-0.636199702080525,0.525941725917319,0.999798845119145,-5.20762581459632
"MRPL30",0.129769695721503,2.70209114758615,0.636150769294595,0.525973499433134,0.999798845119145,-5.20765041868
"LINC02389",-0.0815626584259719,0.282045235886856,-0.636000508305323,0.526071074584781,0.999798845119145,-5.20772596026505
"TSPAN11",-0.107905205938656,0.54951875252038,-0.635939360838309,0.526110784669618,0.999798845119145,-5.20775669622433
"CD72",-0.180473866974734,2.93454690991208,-0.63592030897607,0.526123157552718,0.999798845119145,-5.20776627210196
"OR14L1P",0.0940229510108146,0.292187920422912,0.635915062790541,0.526126564618317,0.999798845119145,-5.20776890889825
"CYP4B1",0.123066452986805,0.678054185169858,0.635887237544826,0.526144635546052,0.999798845119145,-5.20778289384264
"SFR1",-0.175983113325691,2.81179855762614,-0.635861644870151,0.5261612568286,0.999798845119145,-5.20779575616321
"CPPED1",0.127421154737065,4.91982931467767,0.635829401932986,0.526182197542383,0.999798845119145,-5.20781196003028
"SERHL2",-0.0766800626553848,0.280893228230471,-0.635751879798975,0.526232547352645,0.999798845119145,-5.20785091587564
"TRGV9",0.162935563142067,1.15275054676732,0.635649700591414,0.526298915483739,0.999798845119145,-5.20790225501683
"UBXN1",0.130466363866697,6.82767327251828,0.635616288116737,0.526320618720888,0.999798845119145,-5.20791904107781
"ADGRG5",0.147974763965075,1.64919020647094,0.635568652652567,0.526351561371979,0.999798845119145,-5.20794297110035
"ZMYND19",0.135117780436802,2.2252737833474,0.635506667987567,0.526391826268384,0.999798845119145,-5.20797410688663
"NPRL3",-0.095610677665416,4.98080322862637,-0.635467367600059,0.526417356409281,0.999798845119145,-5.2079938464756
"ZNF330",0.131289929780426,4.03984683318573,0.635419286748695,0.52644859134738,0.999798845119145,-5.20801799462325
"DSC2",0.0951333176823043,1.03959029468539,0.635272316633152,0.526544074025215,0.999798845119145,-5.20809179772761
"CLIP1",-0.0791521363661407,3.62848436414027,-0.635271868241774,0.526544365347195,0.999798845119145,-5.20809202286773
"YBX2",0.098202022454231,0.427574832384443,0.635233012218578,0.526569610604427,0.999798845119145,-5.20811153212236
"METTL14-DT",0.072342712758308,0.316199146469823,0.635232263795018,0.526570096870974,0.999798845119145,-5.20811190788738
"MYC",0.113012742245999,3.09422969058405,0.63522025547151,0.526577898963401,0.999798845119145,-5.2081179369107
"ALDH1A3",0.0960355726233065,0.542338885621245,0.63513400002767,0.526633942928144,0.999798845119145,-5.20816123989208
"CHIAP1",0.132774932333015,0.509216901074668,0.634929107982308,0.526767082697308,0.999798845119145,-5.20826407885814
"CASP9",-0.108413471060028,2.69780024618666,-0.634850911938315,0.526817899428269,0.999798845119145,-5.20830331817298
"GLIS3",0.0983812041828855,0.604901994162673,0.634771361382555,0.526869599008971,0.999798845119145,-5.20834323227505
"PRTN3",0.271926533554412,4.61097481811801,0.634759373640988,0.526877390020722,0.999798845119145,-5.20834924663582
"PIGR",0.127524417294213,0.714474804737053,0.634729030441145,0.526897110784482,0.999798845119145,-5.20836446959653
"YAF2",-0.0775400612529658,2.8668715282609,-0.634679167524769,0.526929518703309,0.999798845119145,-5.208389483889
"LRIF1",0.129790366137138,2.51583756646801,0.634614336952779,0.52697165624648,0.999798845119145,-5.20842200396114
"RPS12P4",-0.158180539736777,0.931825322076746,-0.634553280333729,0.527011342449434,0.999798845119145,-5.20845262794577
"DMD",-0.0694724450972716,0.480758176708843,-0.634410558208946,0.527104116458977,0.999798845119145,-5.20852420125831
"JAK3",0.0924138123601965,4.36789666863257,0.634326333195848,0.52715886941136,0.999798845119145,-5.20856643153217
"RAD54B",0.0803441365172087,0.331947116987827,0.634280846218666,0.527188440784668,0.999798845119145,-5.20858923631126
"EIF3FP1",-0.194196448390019,0.998017944026827,-0.634243098504654,0.527212981464976,0.999798845119145,-5.20860815979974
"ALG1L2",-0.118382627661768,0.523131247494195,-0.634234642893712,0.527218478738308,0.999798845119145,-5.20861239856977
"DNM3OS",0.165934945009832,2.2047214046965,0.634227827702289,0.527222909542031,0.999798845119145,-5.20861581496211
"MMP16",-0.0792576004587506,0.338558001581227,-0.634162572895424,0.527265335039157,0.999798845119145,-5.20864852474989
"FTH1P5",-0.155283400821674,2.87093053290525,-0.634107359945709,0.527301233188361,0.999798845119145,-5.20867619832541
"SDF4",-0.104246135793167,4.11940798074017,-0.634090190984359,0.527312396297001,0.999798845119145,-5.20868480318478
"ISM2",0.0973208400686178,0.36856000103822,0.633954553408681,0.52740059095851,0.999798845119145,-5.20875277484759
"ATG2B",-0.101465597530737,2.41073561846186,-0.633919609624418,0.527423313443368,0.999798845119145,-5.20877028378905
"ILDR2",0.0807479457137331,0.660712583644979,0.633918575724622,0.527423985752973,0.999798845119145,-5.20877080182057
"POM121L2",-0.102415135035759,0.461498072854709,-0.633883150792003,0.527447021640225,0.999798845119145,-5.20878855084104
"SLC12A3",0.11008034896123,0.552792858863816,0.633798740056976,0.527501913781892,0.999798845119145,-5.20883083934702
"LINC02393",0.109932588976826,0.410929269570651,0.633712586131718,0.527557942561338,0.999798845119145,-5.20887399540796
"APMAP",0.145364688030809,3.23778162782748,0.633640553618125,0.527604790074958,0.999798845119145,-5.208910073334
"LRRC77P",0.0849967401920778,0.325259848749098,0.633522448989666,0.527681605987481,0.999798845119145,-5.20896921796342
"GMNC",0.104399161295397,0.422115191737477,0.633424839871615,0.527745095866323,0.999798845119145,-5.20901809056837
"STARD5",-0.0661792717635395,0.253895871755683,-0.633382029799237,0.527772942935202,0.999798845119145,-5.20903952309345
