"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"TEDC2",0.156847469053218,0.500208711039865,0.975847135363227,0.331239143251064,0.999798845119145,-4.99188744044793
"MAOB",-0.269734093682199,2.95252891220399,-0.975752103775626,0.331286036872182,0.999798845119145,-4.9919603026089
"LINC01581",0.165289734331969,0.392977932831686,0.975482671872349,0.33141901250231,0.999798845119145,-4.99216684234928
"ERCC6",0.118073583462049,2.19729500131386,0.975405968738279,0.331456875021105,0.999798845119145,-4.99222563083092
"LAMP5",-0.284435648900032,1.83474727044991,-0.975322363434787,0.331498147845447,0.999798845119145,-4.9922897042652
"SKP2",0.149612283005661,1.05632334685795,0.975266304977373,0.331525823703623,0.999798845119145,-4.9923326633339
"TSPAN12",0.227640252122101,1.50946291834071,0.975241342762617,0.331538147946104,0.999798845119145,-4.99235179175655
"CDC37",0.106074712528745,6.86633326552406,0.97508466568941,0.331615508763654,0.999798845119145,-4.99247184167636
"TMEM11-DT",0.174324562627054,0.532002795424195,0.974892120393063,0.331710596057812,0.999798845119145,-4.9926193488542
"ENGASE",0.166893379227802,1.73717812792671,0.974847179965215,0.331732792178449,0.999798845119145,-4.99265377319454
"SLC39A4",0.197300723732427,2.06500469007695,0.974814946905167,0.331748712717003,0.999798845119145,-4.99267846274153
"MAD1L1",0.155707016934615,1.0401259658149,0.974737533905502,0.331786950555395,0.999798845119145,-4.99273775548615
"SNX9",-0.111726905082378,2.76164477329818,-0.974468235923394,0.331919991693224,0.999798845119145,-4.99294398227982
"CHST15",0.187051208138927,3.0353258682206,0.974456976225299,0.331925555076678,0.999798845119145,-4.9929526036739
"ATP5F1B",0.196086140489467,6.61384029595457,0.974324810080079,0.331990862542771,0.999798845119145,-4.99305379415564
"TRAPPC4",0.192230071726417,2.03744653733052,0.974280065750571,0.332012974035458,0.999798845119145,-4.99308804874938
"CDR2L",0.21685463039931,2.33903830984898,0.974166054836101,0.332069319645757,0.999798845119145,-4.993175324297
"SMC1B",0.185377168932184,0.530932404382339,0.974152106514181,0.332076213509594,0.999798845119145,-4.99318600107406
"ATF7IP2",-0.163242737815686,3.63043902006105,-0.97398843986853,0.332157111644291,0.999798845119145,-4.99331126891924
"ITPK1",0.183205115772594,4.57978289497042,0.973975039980664,0.332163735592959,0.999798845119145,-4.99332152406692
"ADGRF4",0.160883046072546,0.400851576687684,0.973825467086314,0.332237679632861,0.999798845119145,-4.99343598520398
"HCN4",0.153214241666147,0.456903359343575,0.973562936868191,0.332367492205876,0.999798845119145,-4.99363684565481
"LRRC27",0.148207739737639,0.993916032218075,0.973430378258349,0.332433050699402,0.999798845119145,-4.99373824537312
"C12orf60",0.156998294377937,0.542455764193081,0.973417578777105,0.332439381288614,0.999798845119145,-4.99374803552458
"RCN1",0.168802196035373,0.742049916567634,0.973407899169899,0.332444168848869,0.999798845119145,-4.9937554392425
"SRSF8BP",0.201969645458529,0.457182126548984,0.973311019595279,0.332492088238281,0.999798845119145,-4.99382953631759
"SLC35D3",-0.257777932110909,1.63940831845217,-0.973294379863651,0.332500319177111,0.999798845119145,-4.99384226227156
"RPL4P7",0.160039612041133,0.342306636037191,0.973236464526956,0.332528968370981,0.999798845119145,-4.99388655386664
"CD209",0.124294576031237,0.378317227908943,0.973150624428936,0.332571434181763,0.999798845119145,-4.99395219657896
"LHX2",-0.15675563464136,0.359918551856153,-0.973030653492305,0.332630790748967,0.999798845119145,-4.99404392995371
"MOSPD2",0.189456873020844,2.68668200563384,0.972742735344927,0.332773268806651,0.999798845119145,-4.99426403559804
"RCC2",0.149467282108783,5.20365764516784,0.972649709594183,0.332819311703377,0.999798845119145,-4.99433513763076
"LRRC39",0.195361147237351,0.592315840686953,0.972558200884914,0.332864607810461,0.999798845119145,-4.99440507364889
"BMT2",-0.184173634078754,2.92728940684054,-0.972438267910995,0.332923979817042,0.999798845119145,-4.99449672330158
"RILP",0.193643539438978,4.08123582189519,0.972388678886418,0.332948530552369,0.999798845119145,-4.99453461470588
"KANSL2",0.18121973928001,2.91223013827646,0.972287260480016,0.332998744876445,0.999798845119145,-4.99461210349588
"PITPNC1",-0.121970724323784,4.30690587685904,-0.972209673671943,0.333037163034247,0.999798845119145,-4.99467137839395
"CHRD",-0.127345817962506,0.403555796818742,-0.972158406044259,0.333062550484688,0.999798845119145,-4.99471054337818
"OGFOD3",0.162815758490846,1.24366116097475,0.971971252705905,0.333155238546091,0.999798845119145,-4.99485349863692
"THAP12P9",0.137218046151108,0.279656245956976,0.971926476883849,0.333177416361551,0.999798845119145,-4.99488769621606
"CAMK2N1",0.213519354276491,1.18796648794851,0.971843520604928,0.33321850780824,0.999798845119145,-4.99495105007875
"C1orf43",0.164761112856194,5.76781404700519,0.971765891743323,0.333256963381634,0.999798845119145,-4.99501033058448
"ZIC2",0.108250036100827,0.301005033892776,0.971725931557903,0.333276759880722,0.999798845119145,-4.99504084397267
"IQCA1",0.189857009455132,0.719004973601241,0.971630070379798,0.333324253179373,0.999798845119145,-4.99511403805407
"NCR3",0.293717336898335,1.86112715982853,0.971599877196993,0.333339212954951,0.999798845119145,-4.99513709036661
"RAD17P1",0.183181737656826,0.427170859857382,0.971490130135481,0.333393592882091,0.999798845119145,-4.9952208756727
"HDDC3",0.17597098682829,1.23997727703848,0.97148052105138,0.333398354482065,0.999798845119145,-4.9952282111912
"PPP4R2",-0.142770862066339,3.85614324409792,-0.971424779182348,0.333425977188761,0.999798845119145,-4.99527076280517
"PDCL3",0.216387946486444,4.8153365163902,0.971382390708855,0.333446983664292,0.999798845119145,-4.99530311924995
"S100A7A",0.156247084308235,0.399522012689549,0.971263951024258,0.333505683461118,0.999798845119145,-4.99539352062518
"AP1G2",-0.135618755233494,1.19451119447142,-0.971211883963206,0.333531490513303,0.999798845119145,-4.99543325839699
"PSMA7",0.182505428661466,6.86459587373465,0.971152473091914,0.333560939121854,0.999798845119145,-4.99547859844218
"TRGV7",0.425332814842779,3.51897058311378,0.971136780140805,0.333568718042219,0.999798845119145,-4.99549057423286
"DDX39B",0.143109137817755,0.953713250428293,0.97113201568925,0.333571079781406,0.999798845119145,-4.99549421010001
"ARL17A",-0.0737643234471943,0.198865119914185,-0.971122512412307,0.333575790589536,0.999798845119145,-4.9955014622262
"TMEM14EP",0.201105186469453,0.686308747605763,0.971036047699071,0.333618653453213,0.999798845119145,-4.99556744185189
"MLH1",0.138406712552931,2.78313372882122,0.971014568162898,0.333629301990336,0.999798845119145,-4.99558383159668
"RNU6-36P",-0.35348579291845,4.60939956716398,-0.970569040490114,0.333850223622677,0.999798845119145,-4.99592370692629
"AHRR",0.104059570192906,0.221414460584638,0.970486820468756,0.333891004112514,0.999798845119145,-4.99598641260428
"JPH2",0.136964953781334,0.436955180252459,0.970386139800028,0.333940945373996,0.999798845119145,-4.99606319033595
"ESRP1",0.162560442945437,0.475236110864223,0.970342815784326,0.333962437158707,0.999798845119145,-4.99609622624925
"ATP13A5",0.13458991886556,0.457320749524302,0.970336921175034,0.333965361372878,0.999798845119145,-4.996100720961
"DERL1",0.142270566303542,1.91201335924022,0.970277245896607,0.333994966193225,0.999798845119145,-4.99614622258509
"FKBPL",0.279557893742317,1.47376227089538,0.970273573486281,0.333996788126761,0.999798845119145,-4.99614902266066
"CD83",0.25788937495165,2.47547309948493,0.970265999803402,0.334000545556059,0.999798845119145,-4.99615479727792
"ARL2BP",-0.222559104284642,0.989015668950041,-0.970214142996572,0.334026273317453,0.999798845119145,-4.99619433474347
"LACTB2-AS1",0.137870551803949,0.360554048439402,0.969953188923244,0.334155760339251,0.999798845119145,-4.99639326394316
"HCAR2",0.218890775466063,0.921147269207122,0.969946502689067,0.33415907852084,0.999798845119145,-4.99639836027073
"CACNA2D1",0.142649380417044,0.503534095906331,0.969781899474766,0.334240773049694,0.999798845119145,-4.99652381195276
"LRRC9",0.124338559232194,0.359570880616339,0.96969751616867,0.334282658545364,0.999798845119145,-4.99658811626373
"ARSH",-0.145249580262105,0.324017818535214,-0.969557443473822,0.334352194255425,0.999798845119145,-4.99669484657773
"CBL",0.123636048532246,4.56431912954648,0.969376124372527,0.334442219781403,0.999798845119145,-4.99683298272275
"RPL3P7",0.359486659206148,1.90594780690067,0.969346094819496,0.33445713108084,0.999798845119145,-4.99685585799415
"ABCA3",0.168412984334561,1.56912827807153,0.969319769895002,0.334470203188802,0.999798845119145,-4.99687591066162
"CCDC113",0.161442670099771,0.576703858454511,0.969226412498547,0.3345165641496,0.999798845119145,-4.99694702013765
"FBP1",0.254782716028548,3.26049211290227,0.969103471198004,0.334577622778321,0.999798845119145,-4.99704065316535
"POMK",-0.148500863319107,1.29374594355286,-0.968827510085534,0.334714704994396,0.999798845119145,-4.99725078486197
"CTSW",0.203245115281314,5.699040021943,0.968705377245049,0.334775385541306,0.999798845119145,-4.9973437646845
"RDH10",-0.159865958122946,1.07087369728156,-0.96863205871043,0.334811816612525,0.999798845119145,-4.99739957662234
"PTK7",-0.17808153248222,1.16028649353734,-0.968400560823502,0.334926862034783,0.999798845119145,-4.99757577154793
"ZSCAN18",-0.144287912012887,1.00876639235569,-0.968359285745049,0.334947376850175,0.999798845119145,-4.99760718201125
"VSTM1",0.320383554786367,2.43640995853991,0.968293821487116,0.334979916015771,0.999798845119145,-4.9976569978252
"CRTC3",-0.161304888589918,2.70177922416732,-0.968088244791959,0.335082111819118,0.999798845119145,-4.99781341242924
"DBT",0.142539097664952,1.81157500648514,0.968083851159535,0.33508429619347,0.999798845119145,-4.99781675500294
"RSPRY1",0.166191858823049,2.40320794952348,0.968028870568629,0.335111631581269,0.999798845119145,-4.99785858170522
"MTHFD1P1",-0.125331506433887,0.34606948035252,-0.967902121719827,0.335174654437365,0.999798845119145,-4.99795499752526
"LRSAM1",-0.159232733036884,1.82860163611352,-0.967782475653146,0.335234152701974,0.999798845119145,-4.99804599902197
"PCP2",0.270546976222653,1.33459199569277,0.96769584009517,0.335277239619431,0.999798845119145,-4.99811188620388
"ACOX1",0.141451999044367,3.06079715798787,0.967661105109773,0.335294515567388,0.999798845119145,-4.99813830087386
"H2AJ",0.142882386673229,6.04741666318904,0.967659583159139,0.33529527254486,0.999798845119145,-4.9981394582397
"RPS26P31",-0.384323162337251,2.88436362623459,-0.967543310895365,0.335353106551703,0.999798845119145,-4.99822787209347
"AKAP4",-0.126196099622967,0.261376510093095,-0.967421965050184,0.335413471108504,0.999798845119145,-4.99832013281495
"STK32C",0.226206272699814,2.1576834301514,0.967416876902955,0.335416002406942,0.999798845119145,-4.99832400114745
"XXYLT1",0.178306973689824,1.29665054402296,0.967360267950899,0.335444165591746,0.999798845119145,-4.99836703752135
"GRIK4",0.176832565194685,1.06596349702307,0.967069572966935,0.335588811841824,0.999798845119145,-4.99858799652109
"PTAFR",0.180270088211477,2.80541363979199,0.966957582881765,0.335644547589434,0.999798845119145,-4.99867310349176
"ARL4C",0.198353774049631,5.34185877514092,0.96674844717532,0.335748647392563,0.999798845119145,-4.9988320105092
"LINC02624",-0.17665719838969,0.484543986939646,-0.966534307428227,0.335855259840168,0.999798845119145,-4.99899468483182
"BCAR1",0.19317321857852,1.4335574021194,0.966534059126344,0.335855383473526,0.999798845119145,-4.99899487343741
"ARMT1",0.184451027705545,3.38404232950619,0.966495828050142,0.335874419673452,0.999798845119145,-4.99902391249891
"TMLHE",0.162959077467435,2.35097079079856,0.966389010366236,0.335927610574786,0.999798845119145,-4.99910504171397
"C20orf204",-0.104377959864876,0.326384918449443,-0.966297919152911,0.335972974668066,0.999798845119145,-4.99917421955844
"ADPGK",0.167187825609822,2.19649973811855,0.966270603177309,0.335986579003272,0.999798845119145,-4.99919496301758
"DPP10-AS1",0.141282338977444,0.412605457676895,0.966197119570017,0.336023178257662,0.999798845119145,-4.99925076282922
"LINC02932",0.170047939216529,0.495362368575557,0.96608672858389,0.336078164492652,0.999798845119145,-4.99933458046012
"ILRUN-AS1",0.283769331039168,3.62255680627292,0.966070598579889,0.336086199409823,0.999798845119145,-4.99934682685829
"CAMK4",-0.164759754354313,1.65764602831674,-0.966029007366255,0.336106918020905,0.999798845119145,-4.99937840327028
"RNASEK",-0.179734517436695,0.916802622667406,-0.966013208194586,0.336114788576824,0.999798845119145,-4.99939039778999
"TADA2A",-0.115916427880933,3.763904673294,-0.96598701730493,0.336127836162432,0.999798845119145,-4.99941028113946
"WNT9B",0.147705168725741,0.467856632132584,0.965630489267129,0.336305481540817,0.999798845119145,-4.9996808941464
"KRT15",0.180545313462956,0.558740163558292,0.965575418624932,0.33633292676163,0.999798845119145,-4.99972268530589
"LYNX1",0.143015396799067,0.625709952968873,0.965484246405501,0.336378366915833,0.999798845119145,-4.99979186753899
"RPL23AP7",0.391626380926623,3.76238465614184,0.965251576775713,0.336494347395518,0.999798845119145,-4.99996839016009
"SWINGN",0.163477489960415,0.443856538657199,0.965099855633435,0.336569990949433,0.999798845119145,-5.00008347603659
"NPTN",-0.286051934031753,6.08166800901783,-0.965040506249015,0.336599583765956,0.999798845119145,-5.00012848982909
"CCKAR",0.179758171645684,0.46207071424617,0.964945699273558,0.336646859980878,0.999798845119145,-5.00020039095377
"GABARAPL2",-0.127548164477979,7.28590398246377,-0.964900241570592,0.336669529343085,0.999798845119145,-5.00023486338749
"PSMA6P1",0.23288313427615,1.00856365204641,0.964888134775248,0.3366755670647,0.999798845119145,-5.00024404419673
"ACRBP",-0.269609450187017,6.96413092021042,-0.964758055399263,0.336740442776693,0.999798845119145,-5.00034267869677
"LYSMD3",0.165391943147434,3.42848039021395,0.964629726181305,0.336804453599288,0.999798845119145,-5.00043997334453
"BUB1B",0.20874665896122,2.61022325744655,0.96459475865138,0.336821896834736,0.999798845119145,-5.00046648228276
"ARL4D",0.258736718484869,1.34727657600973,0.964591146930966,0.336823698542281,0.999798845119145,-5.00046922027991
"GGT5",0.162334685754996,0.555168065063552,0.964542705576721,0.336847864129839,0.999798845119145,-5.00050594205433
"RBM6",-0.098257785412625,4.77929292322498,-0.964402655500596,0.336917736252137,0.999798845119145,-5.00061209917811
"NBR2",0.185194421757718,1.68566394305371,0.964312525752165,0.336962707711232,0.999798845119145,-5.0006804090012
"OR6C74",0.118510904031857,0.273428643745782,0.96422669277798,0.337005538872564,0.999798845119145,-5.00074545645935
"LINC02516",0.192198478563054,0.678903421450233,0.964157431889566,0.337040103051148,0.999798845119145,-5.00079794083032
"ADCY10P1",0.133429798622105,0.303301838631338,0.96398450023545,0.337126413507838,0.999798845119145,-5.00092896848717
"MYOZ1",-0.212759492967426,0.598736407103945,-0.963787641713968,0.337224683425643,0.999798845119145,-5.00107809712822
"SCGB1C1",-0.295550293354527,1.15553854647189,-0.96349905315465,0.337368777838449,0.999798845119145,-5.00129666119138
"SAMD1",0.196937309353354,4.49499866154169,0.963457523151209,0.337389517378209,0.999798845119145,-5.00132810887782
"PIPOX",-0.18287463174205,1.21228394293927,-0.963411197975039,0.337412652544155,0.999798845119145,-5.00136318603641
"MIR124-2HG",-0.14419652974474,0.403376631833039,-0.963306329724801,0.337465028409424,0.999798845119145,-5.00144258556956
"IGSF22-AS1",-0.163654608419357,0.404815728875489,-0.963132580622792,0.33755181808696,0.999798845119145,-5.00157411863463
"CASP3",0.134595535774201,3.7052788991863,0.963090123232592,0.337573028252078,0.999798845119145,-5.00160625656412
"MRPL12",0.224176275717484,0.73890379579284,0.963074317946797,0.337580924218632,0.999798845119145,-5.00161821994906
"LIMD1",0.12938556803609,2.10445489823801,0.962955689265044,0.337640192288269,0.999798845119145,-5.00170800658903
"LINC02604",0.162781978275516,0.669934921852463,0.962623159692198,0.337806363484607,0.999798845119145,-5.00195963088488
"LINC01271",0.165089839840675,0.410502338510786,0.962530448559473,0.337852702447639,0.999798845119145,-5.0020297699826
"HDAC9",-0.118630850512276,2.9796597040543,-0.96237316845135,0.337931323799444,0.999798845119145,-5.00214874254327
"PSAPL1",-0.12908144108566,0.379457210009599,-0.96230944397196,0.33796318185167,0.999798845119145,-5.00219694070028
"MT-ND6",-0.327212041762476,10.9378568992034,-0.962280591965872,0.33797760660173,0.999798845119145,-5.00221876195287
"GBP3",0.208042885682921,4.28090384851209,0.962116897326851,0.338059454399196,0.999798845119145,-5.00234255479399
"ARHGAP22",0.164187105421827,0.796022626744067,0.962093590530111,0.338071108914721,0.999798845119145,-5.00236017870523
"SMIM10L2A",-0.167004429897905,0.653034791589541,-0.961933020141204,0.338151408912649,0.999798845119145,-5.00248158591813
"EPS8L2",-0.151998533485642,0.823125072167231,-0.961821328822787,0.33820727218869,0.999798845119145,-5.00256602397076
"GNAT1",-0.134818656316022,0.289439297539946,-0.961729990024612,0.338252960458182,0.999798845119145,-5.00263506848164
"CHCHD6",0.219015227881435,1.35121700515853,0.96167307795832,0.338281430280109,0.999798845119145,-5.00267808600566
"PTPRN2",0.214664473447889,2.68496407908111,0.961639372854902,0.33829829173313,0.999798845119145,-5.0027035611507
"H2AC12",0.312772683405499,8.06871863387045,0.961274731064281,0.338480743890596,0.999798845119145,-5.00297911042329
"PHF2",0.166347837304204,4.23078611499243,0.961191450794524,0.338522422983069,0.999798845119145,-5.00304202854994
"LINC01445",0.12934608729863,0.353114013304456,0.961138948000994,0.33854870065597,0.999798845119145,-5.00308169159059
"DEK",0.110625853790215,6.28772251806432,0.96087778632449,0.338679431914946,0.999798845119145,-5.00327895365663
"SH3D19",0.198792306682916,2.53401155176089,0.960756864896578,0.338739973396128,0.999798845119145,-5.00337027089417
"CCDC33",-0.158580947261371,0.558457706181751,-0.960582129635618,0.338827470172093,0.999798845119145,-5.00350220727021
"PGPEP1L",0.205037002741645,0.512799541781706,0.960445634824219,0.338895828684673,0.999798845119145,-5.00360525327996
"OR10G3",0.138461050343715,0.288508789599641,0.960383824175532,0.338926787273081,0.999798845119145,-5.00365191216878
"NSD3",-0.121377884525202,4.04697189792108,-0.959955637717652,0.339141299980084,0.999798845119145,-5.0039750556584
"DIAPH2",0.171373118385498,2.95313349323655,0.959862961789264,0.339187740353201,0.999798845119145,-5.00404497767543
"ZDHHC20P4",0.196436720244989,0.750376874700522,0.959676484268798,0.339281197703625,0.999798845119145,-5.00418565094576
"MAT1A",0.215160233060851,0.909557669231835,0.959581479014552,0.339328818132661,0.999798845119145,-5.0042573098713
"TMPRSS7",-0.1866299772261,0.544292799116364,-0.959578561344298,0.339330280654319,0.999798845119145,-5.00425951045126
"RN7SL408P",-0.260487429208197,2.79867061374196,-0.959483973617329,0.339377696250809,0.999798845119145,-5.00433084733054
"RNF220",0.141792210775205,2.6310090146294,0.959169814261143,0.339535211151805,0.999798845119145,-5.0045677329148
"TM2D3",0.132816170543566,1.45948227689075,0.959096527685242,0.339571962801402,0.999798845119145,-5.00462298225416
"ATP23",0.204028038631645,2.61169687963104,0.959010808951241,0.339614952192416,0.999798845119145,-5.00468759870756
"TMEM203",0.227543999801528,3.18521774421678,0.958888507734434,0.339676294438298,0.999798845119145,-5.00477978194897
"MT-ATP8",-0.32841289320381,9.70129047628531,-0.958802076382555,0.339719649887875,0.999798845119145,-5.00484492171097
"LINC00528",0.216196213103898,1.03790187490932,0.958799395645649,0.339720994649008,0.999798845119145,-5.00484694198031
"LINC02930",0.160451118680726,0.517390875529682,0.958626597526906,0.339807684154234,0.999798845119145,-5.00497715521542
"APIP",0.167156893454425,1.86294460570155,0.958547492166045,0.33984737459357,0.999798845119145,-5.00503675793842
"OR8B8",0.165213323250749,0.437737253042641,0.958398491343819,0.339922142663121,0.999798845119145,-5.0051490109998
"S100A16",0.296839423961687,3.53515232908648,0.958363868066148,0.339939518027652,0.999798845119145,-5.00517509276166
"MYO18B-AS1",0.132951012202527,0.353084427848022,0.958359118522466,0.339941901586244,0.999798845119145,-5.00517867052729
"LINC01657",0.186814695570221,0.518161537809134,0.958291068415198,0.339976053726117,0.999798845119145,-5.00522992982425
"TRIAP1",-0.213503379496645,3.87679498162808,-0.957979932878771,0.340132230943294,0.999798845119145,-5.00546424974609
"CCDC81",-0.169330132559373,0.67322520147953,-0.957683625342387,0.340281008429033,0.999798845119145,-5.00568733317833
"KLF14",0.152609261153539,0.397279557889094,0.957644836630114,0.340300487561957,0.999798845119145,-5.0057165313396
"RNPC3",0.137037731676744,1.89640523565575,0.957538792660487,0.340353745012829,0.999798845119145,-5.00579634990593
"MIR205HG",0.159441888962324,0.408221499191994,0.957352392873667,0.340447371916351,0.999798845119145,-5.00593663074091
"TRPV1",0.146931699287092,0.635197819616359,0.957338405987123,0.340454398075641,0.999798845119145,-5.00594715591839
"ACADVL",0.157314982818717,4.2899297465894,0.957299759537049,0.340473812186102,0.999798845119145,-5.00597623671369
"CCN3",0.176812980484255,0.459041871316333,0.957163491430136,0.340542272438799,0.999798845119145,-5.0060787669593
"SNORA66",-0.485364026011498,1.86641907672652,-0.957065277492669,0.340591620054101,0.999798845119145,-5.00615265578235
"ALS2",0.121119631779178,1.21278796571585,0.956906602151826,0.340671356323826,0.999798845119145,-5.00627201553942
"LINC00861",-0.174240860971367,1.53127845155509,-0.956815898031421,0.340716941679601,0.999798845119145,-5.00634023684483
"CFAP20DC-DT",-0.165855796458072,0.455816193857159,-0.956777755428895,0.340736112268123,0.999798845119145,-5.00636892315337
"SH3RF2",-0.164605490902534,0.758331428360248,-0.956599328785348,0.340825799342202,0.999798845119145,-5.00650309946864
"ZNF3",0.161513035320893,2.85788384762719,0.9563773392432,0.340937404920625,0.999798845119145,-5.00667000070789
"PHACTR2-AS1",-0.197519000682889,0.609482689609782,-0.956224857395243,0.341014079139828,0.999798845119145,-5.00678462108671
"GATA5",-0.195604920516529,0.767703441745058,-0.956178759451559,0.341037261307053,0.999798845119145,-5.00681926931542
"GOLGA6L2",0.233046300401782,0.832991402304773,0.956148290129562,0.341052584567441,0.999798845119145,-5.00684216982929
"UBE2V2",0.140530654508285,3.05516158373618,0.956077363621662,0.341088255793511,0.999798845119145,-5.00689547488962
"NEURL1-AS1",0.17251850410937,0.420569129585637,0.955872889386539,0.341191106023874,0.999798845119145,-5.00704912650462
"XPNPEP2",-0.184551379504159,0.94322480359279,-0.955686223579883,0.341285016209119,0.999798845119145,-5.0071893678909
"TRAF5",-0.167168773895041,2.43404200243506,-0.955408831470032,0.341424601097805,0.999798845119145,-5.0073977220395
"ADD2",-0.188975731769119,2.08669288673201,-0.955375876020109,0.341441186881065,0.999798845119145,-5.00742247152325
"GIT1",0.178332463004979,3.98891441002902,0.955371660618195,0.341443308441689,0.999798845119145,-5.00742563722216
"ZKSCAN7",0.175711916904893,0.814572368521218,0.95537070111608,0.341443791348653,0.999798845119145,-5.00742635779086
"RPL22",0.188977693712624,3.38734185190552,0.955331454031906,0.341463544358334,0.999798845119145,-5.00745583103219
"STMN1",0.224871431116833,3.69168693074794,0.955310235047511,0.34147422415604,0.999798845119145,-5.00747176528204
"PIAS2",0.113758657083328,1.5955809428439,0.955267526278166,0.341495720705882,0.999798845119145,-5.00750383608546
"YES1",0.172102429998725,3.8111286154656,0.955042539558546,0.341608977472186,0.999798845119145,-5.00767275955929
"PIK3C2A",-0.1189470251476,4.04641251059025,-0.955012148780347,0.341624277848067,0.999798845119145,-5.00769557443025
"LINC02660",0.173258768501599,0.482720439539751,0.954968096850614,0.341646456781977,0.999798845119145,-5.00772864369493
"SPON1",-0.153349564383721,0.48324831186135,-0.954928958859265,0.341666162466528,0.999798845119145,-5.00775802286935
"SQOR",0.235230767261434,3.04487808601905,0.954838056525366,0.341711933952603,0.999798845119145,-5.00782625471144
"PWWP2B",0.201907474343075,3.31600577296699,0.954802161540115,0.341730009026003,0.999798845119145,-5.0078531959508
"TATDN2P1",-0.151948397685362,0.532864787306077,-0.954772568165375,0.341744911362735,0.999798845119145,-5.00787540672428
"PTCD2",0.143266743118939,0.765338805374511,0.954664922446331,0.341799122075423,0.999798845119145,-5.00795619258376
"TRIM16",-0.148230543761577,0.677851482261576,-0.954488018036498,0.341888223786873,0.999798845119145,-5.00808893624367
"AMN1",0.176747974666253,2.16025458467599,0.954439522107098,0.341912652434752,0.999798845119145,-5.00812532189399
"WSCD1",-0.159595494577915,1.03200681121861,-0.954429093429784,0.341917905775779,0.999798845119145,-5.00813314611194
"FAM133A",-0.0988032838640895,0.214684984672792,-0.954339401045073,0.341963089570506,0.999798845119145,-5.00820043524731
"SLC25A28",0.195856711946802,2.79060606373954,0.954285639454684,0.341990174579905,0.999798845119145,-5.00824076536431
"COX6B1",0.134698632075676,7.29851824797973,0.954142934756519,0.342062075739956,0.999798845119145,-5.00834780677227
"CA2",-0.243615737194575,7.5544567859176,-0.954108299280038,0.342079528156334,0.999798845119145,-5.00837378413978
"ACVR1B",-0.173590232309853,1.80901400470822,-0.954033277562883,0.342117332711859,0.999798845119145,-5.00843004890396
"LINC00639",0.151435809906765,0.89078027554335,0.953815866806242,0.342226904510628,0.999798845119145,-5.00859307805525
"KRT84",-0.156851210059945,0.351797079844093,-0.953744572388529,0.342262840792103,0.999798845119145,-5.0086465314542
"DGKI",0.147833128884674,1.02570728002714,0.953736627600731,0.34226684555064,0.999798845119145,-5.00865248786186
"RN7SL554P",0.251763081846063,1.51460621383622,0.953717143498038,0.342276667102836,0.999798845119145,-5.00866709537878
"ZNF776",-0.164742562822516,1.92965396684503,-0.953194209979883,0.342540335820126,0.999798845119145,-5.00905903697972
"MORC2",-0.151483799543305,2.37372183010696,-0.953034497097595,0.342620891004987,0.999798845119145,-5.00917870066281
"HMGCS1",0.150526120256316,2.43837565905324,0.95294613078767,0.342665466035929,0.999798845119145,-5.00924490001157
"CFL1P2",0.179194769818882,0.543415342978153,0.952895117844176,0.342691200443949,0.999798845119145,-5.00928311346083
"LINC02466",0.149396399871661,0.376138315193105,0.952872955237811,0.342702381164315,0.999798845119145,-5.00929971469364
"ACTN3",0.16525934483215,0.523419209376659,0.952855653861237,0.34271110962749,0.999798845119145,-5.00931267428619
"MTG2",0.167459917047472,2.14729642982758,0.952851320501686,0.342713295809572,0.999798845119145,-5.00931592015213
"LINC02298",0.138246251878746,0.37434233615041,0.952799928691513,0.34273922369265,0.999798845119145,-5.00935441364475
"PRANCR",0.125858054295878,0.611820464351672,0.952798537459882,0.342739925606024,0.999798845119145,-5.00935545567674
"FAM174B",0.161005570642336,0.671255740626593,0.952709610589196,0.342784793510385,0.999798845119145,-5.00942205877532
"PLAAT5",0.185393124201469,0.663783528570903,0.952681306228616,0.342799075226517,0.999798845119145,-5.00944325646715
"DYNC2I1",0.146345878750693,4.74287215577198,0.952662772432072,0.342808427154139,0.999798845119145,-5.00945713645701
"RPS26P3",-0.302654449575861,2.92578492247958,-0.952573875051179,0.342853285985314,0.999798845119145,-5.00952370816704
"LINC01356",-0.167511068409078,0.418265039697861,-0.952411874657445,0.342935043371247,0.999798845119145,-5.00964500814894
"NTRAS",0.169284716309847,0.379417148921111,0.952355223774807,0.342963636578105,0.999798845119145,-5.00968742148826
"GABRP",-0.175960482280155,0.529323202821314,-0.952313376351709,0.342984759076796,0.999798845119145,-5.00971875019629
"BTBD3",0.151845260697254,1.61744795950018,0.952282431997908,0.343000378789984,0.999798845119145,-5.00974191554853
"TCF12",0.139489887438267,3.83348804568016,0.952253828997039,0.343014817073319,0.999798845119145,-5.00976332747659
"TBC1D22B",0.219544367690921,3.08915201012386,0.952244006778269,0.34301977524449,0.999798845119145,-5.00977068014851
"MIR4280HG",0.120574497454397,0.324560460587707,0.952202971970232,0.343040489763034,0.999798845119145,-5.00980139699443
"NTHL1",0.22142359057653,1.75732329992407,0.952151856429204,0.343066294204835,0.999798845119145,-5.00983965801671
"COLEC12",0.123489766981704,0.499139820624617,0.952101750599034,0.343091590138551,0.999798845119145,-5.00987716129517
"LINC00461",0.131324453534867,0.36715699132747,0.95208359508865,0.343100756248014,0.999798845119145,-5.00989074987811
